RekNr,Datum,Symbool,ISIN,Type optie,Expiratie,Strike,Valuta,Slotkoers,Aantal,Valutakoers,Contractgrootte,Waarde EUR,Waarde Orig Valuta,Aankoopwaarde,Type instrument,Binckcode,Titel instrument,
10,2020-02-27,EUR,,,31-12-1899,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-02-28,AEX,,PUT,19-06-2020,520,EUR,"26,47",4,1,100,10588,10588,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-02-28,AEX,,PUT,18-09-2020,520,EUR,"32,59",4,1,100,13036,13036,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-02-28,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"24,45",6758,1,1,"165233,1","165233,1","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-02-28,EUEA,IE0008471009,,31-12-1899,0,EUR,"33,755",4672,1,1,"157703,36","157703,36","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-02-28,ISSP,IE0031442068,,31-12-1899,0,EUR,"26,462",6050,1,1,"160095,1","160095,1","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-02-28,USD,,,31-12-1899,0,USD,0,"5,49","1,10273",0,"4,98","5,49",0,,0,,0
10,2020-02-28,EUR,,,31-12-1899,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-02-29,AEX,,PUT,19-06-2020,520,EUR,"26,47",4,1,100,10588,10588,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-02-29,AEX,,PUT,18-09-2020,520,EUR,"32,59",4,1,100,13036,13036,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-02-29,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"24,45",6758,1,1,"165233,1","165233,1","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-02-29,EUEA,IE0008471009,,01-01-1900,0,EUR,"33,755",4672,1,1,"157703,36","157703,36","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-02-29,ISSP,IE0031442068,,01-01-1900,0,EUR,"26,462",6050,1,1,"160095,1","160095,1","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-02-29,USD,,,01-01-1900,0,USD,0,"5,49","1,10273",0,"4,98","5,49",0,,0,,0
10,2020-02-29,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-01,AEX,,PUT,19-06-2020,520,EUR,"26,47",4,1,100,10588,10588,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-01,AEX,,PUT,18-09-2020,520,EUR,"32,59",4,1,100,13036,13036,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-01,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"24,45",6758,1,1,"165233,1","165233,1","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-01,EUEA,IE0008471009,,01-01-1900,0,EUR,"33,755",4672,1,1,"157703,36","157703,36","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-01,ISSP,IE0031442068,,01-01-1900,0,EUR,"26,462",6050,1,1,"160095,1","160095,1","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-01,USD,,,01-01-1900,0,USD,0,"5,49","1,10273",0,"4,98","5,49",0,,0,,0
10,2020-03-01,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-02,AEX,,PUT,19-06-2020,520,EUR,"23,45",4,1,100,9380,9380,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-02,AEX,,PUT,18-09-2020,520,EUR,"30,22",4,1,100,12088,12088,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-02,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"24,64",6758,1,1,"166517,12","166517,12","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-02,EUEA,IE0008471009,,01-01-1900,0,EUR,"33,845",4672,1,1,"158123,84","158123,84","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-02,ISSP,IE0031442068,,01-01-1900,0,EUR,"26,966",6050,1,1,"163144,3","163144,3","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-02,USD,,,01-01-1900,0,USD,0,"5,49","1,11317",0,"4,93","5,49",0,,0,,0
10,2020-03-02,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-03,AEX,,PUT,19-06-2020,520,EUR,"19,48",4,1,100,7792,7792,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-03,AEX,,PUT,18-09-2020,520,EUR,"26,37",4,1,100,10548,10548,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-03,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"25,102",6758,1,1,"169639,32","169639,32","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-03,EUEA,IE0008471009,,01-01-1900,0,EUR,"34,24",4672,1,1,"159969,28","159969,28","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-03,ISSP,IE0031442068,,01-01-1900,0,EUR,"27,264",6050,1,1,"164947,2","164947,2","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-03,USD,,,01-01-1900,0,USD,0,"5,49","1,11796",0,"4,91","5,49",0,,0,,0
10,2020-03-03,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-04,AEX,,PUT,19-06-2020,520,EUR,"16,48",4,1,100,6592,6592,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-04,AEX,,PUT,18-09-2020,520,EUR,"22,76",4,1,100,9104,9104,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-04,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"25,181",6758,1,1,"170173,2","170173,2","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-04,EUEA,IE0008471009,,01-01-1900,0,EUR,"34,67",4672,1,1,"161978,24","161978,24","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-04,ISSP,IE0031442068,,01-01-1900,0,EUR,"27,481",6050,1,1,"166260,05","166260,05","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-04,USD,,,01-01-1900,0,USD,0,"5,49","1,11365",0,"4,93","5,49",0,,0,,0
10,2020-03-04,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-05,AEX,,PUT,19-06-2020,520,EUR,"20,22",4,1,100,8088,8088,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-05,AEX,,PUT,18-09-2020,520,EUR,"26,89",4,1,100,10756,10756,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-05,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"25,036",6758,1,1,"169193,29","169193,29","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-05,EUEA,IE0008471009,,01-01-1900,0,EUR,"34,065",4672,1,1,"159151,68","159151,68","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-05,ISSP,IE0031442068,,01-01-1900,0,EUR,"27,397",6050,1,1,"165751,85","165751,85","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-05,USD,,,01-01-1900,0,USD,0,"5,49","1,12335",0,"4,89","5,49",0,,0,,0
10,2020-03-05,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-06,AEX,,PUT,19-06-2020,520,EUR,"33,18",4,1,100,13272,13272,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-06,AEX,,PUT,18-09-2020,520,EUR,"41,38",4,1,100,16552,16552,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-06,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"23,88",6758,1,1,"161381,04","161381,04","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-06,EUEA,IE0008471009,,01-01-1900,0,EUR,"32,745",4672,1,1,"152984,64","152984,64","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-06,ISSP,IE0031442068,,01-01-1900,0,EUR,"26,081",6050,1,1,"157790,05","157790,05","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-06,USD,,,01-01-1900,0,USD,0,"5,49","1,130505",0,"4,86","5,49",0,,0,,0
10,2020-03-06,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-07,AEX,,PUT,19-06-2020,520,EUR,"33,18",4,1,100,13272,13272,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-07,AEX,,PUT,18-09-2020,520,EUR,"41,38",4,1,100,16552,16552,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-07,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"23,88",6758,1,1,"161381,04","161381,04","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-07,EUEA,IE0008471009,,01-01-1900,0,EUR,"32,745",4672,1,1,"152984,64","152984,64","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-07,ISSP,IE0031442068,,01-01-1900,0,EUR,"26,081",6050,1,1,"157790,05","157790,05","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-07,USD,,,01-01-1900,0,USD,0,"5,49","1,130505",0,"4,86","5,49",0,,0,,0
10,2020-03-07,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-08,AEX,,PUT,19-06-2020,520,EUR,"33,18",4,1,100,13272,13272,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-08,AEX,,PUT,18-09-2020,520,EUR,"41,38",4,1,100,16552,16552,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-08,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"23,88",6758,1,1,"161381,04","161381,04","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-08,EUEA,IE0008471009,,01-01-1900,0,EUR,"32,745",4672,1,1,"152984,64","152984,64","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-08,ISSP,IE0031442068,,01-01-1900,0,EUR,"26,081",6050,1,1,"157790,05","157790,05","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-08,USD,,,01-01-1900,0,USD,0,"5,49","1,130505",0,"4,86","5,49",0,,0,,0
10,2020-03-08,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-09,AEX,,PUT,19-06-2020,520,EUR,"57,61",4,1,100,23044,23044,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-09,AEX,,PUT,18-09-2020,520,EUR,"66,17",4,1,100,26468,26468,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-09,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"22,21",6758,1,1,"150095,18","150095,18","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-09,EUEA,IE0008471009,,01-01-1900,0,EUR,"30,055",4672,1,1,"140416,96","140416,96","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-09,ISSP,IE0031442068,,01-01-1900,0,EUR,"24,49",6050,1,1,"148164,5","148164,5","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-09,USD,,,01-01-1900,0,USD,0,"5,49","1,144385",0,"4,8","5,49",0,,0,,0
10,2020-03-09,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-10,AEX,,PUT,19-06-2020,520,EUR,"61,96",4,1,100,24784,24784,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-10,AEX,,PUT,18-09-2020,520,EUR,"70,36",4,1,100,28144,28144,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-10,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"22,658",6758,1,1,"153122,76","153122,76","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-10,EUEA,IE0008471009,,01-01-1900,0,EUR,"29,495",4672,1,1,"137800,64","137800,64","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-10,ISSP,IE0031442068,,01-01-1900,0,EUR,"24,328",6050,1,1,"147184,4","147184,4","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-10,USD,,,01-01-1900,0,USD,0,"5,49","1,12845",0,"4,87","5,49",0,,0,,0
10,2020-03-10,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-11,AEX,,PUT,19-06-2020,520,EUR,"61,93",4,1,100,24772,24772,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-11,AEX,,PUT,18-09-2020,520,EUR,"71,51",4,1,100,28604,28604,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-11,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"22,645",6758,1,1,"153034,91","153034,91","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-11,EUEA,IE0008471009,,01-01-1900,0,EUR,"29,45",4672,1,1,"137590,4","137590,4","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-11,ISSP,IE0031442068,,01-01-1900,0,EUR,"24,561",6050,1,1,"148594,05","148594,05","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-11,USD,,,01-01-1900,0,USD,0,"5,49","1,12637",0,"4,87","5,49",0,,0,,0
10,2020-03-11,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-12,AEX,,PUT,19-06-2020,520,EUR,105,4,1,100,42000,42000,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-12,AEX,,PUT,18-09-2020,520,EUR,"114,09",4,1,100,45636,45636,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-12,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"20,069",6758,1,1,"135626,3","135626,3","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-12,EUEA,IE0008471009,,01-01-1900,0,EUR,"25,905",4672,1,1,"121028,16","121028,16","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-12,ISSP,IE0031442068,,01-01-1900,0,EUR,"22,517",6050,1,1,"136227,85","136227,85","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-12,ISSP,,DIV,01-01-1900,0,USD,"0,1355",6050,"1,11865",1,"732,83","819,78","724,96",Dividenden,,div. iShares S&P 500 UCITS ETF (NL) (IUS,0
10,2020-03-12,USD,,,01-01-1900,0,USD,0,"5,49","1,11865",0,"4,91","5,49",0,,0,,0
10,2020-03-12,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-13,AEX,,PUT,19-06-2020,520,EUR,"105,09",4,1,100,42036,42036,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-13,AEX,,PUT,18-09-2020,520,EUR,"114,13",4,1,100,45652,45652,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-13,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"21,324",6758,1,1,"144107,59","144107,59","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-13,EUEA,IE0008471009,,01-01-1900,0,EUR,"26,22",4672,1,1,"122499,84","122499,84","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-13,ISSP,IE0031442068,,01-01-1900,0,EUR,"22,854",6050,1,1,"138266,7","138266,7","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-13,ISSP,,DIV,01-01-1900,0,USD,"0,1355",6050,"1,11215",1,"737,11","819,78","724,96",Dividenden,,div. iShares S&P 500 UCITS ETF (NL) (IUS,0
10,2020-03-13,USD,,,01-01-1900,0,USD,0,"5,49","1,11215",0,"4,94","5,49",0,,0,,0
10,2020-03-13,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-14,AEX,,PUT,19-06-2020,520,EUR,"105,09",4,1,100,42036,42036,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-14,AEX,,PUT,18-09-2020,520,EUR,"114,13",4,1,100,45652,45652,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-14,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"21,324",6758,1,1,"144107,59","144107,59","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-14,EUEA,IE0008471009,,01-01-1900,0,EUR,"26,22",4672,1,1,"122499,84","122499,84","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-14,ISSP,IE0031442068,,01-01-1900,0,EUR,"22,854",6050,1,1,"138266,7","138266,7","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-14,ISSP,,DIV,01-01-1900,0,USD,"0,1355",6050,"1,11215",1,"737,11","819,78","724,96",Dividenden,,div. iShares S&P 500 UCITS ETF (NL) (IUS,0
10,2020-03-14,USD,,,01-01-1900,0,USD,0,"5,49","1,11215",0,"4,94","5,49",0,,0,,0
10,2020-03-14,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-15,AEX,,PUT,19-06-2020,520,EUR,"105,09",4,1,100,42036,42036,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-15,AEX,,PUT,18-09-2020,520,EUR,"114,13",4,1,100,45652,45652,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-15,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"21,324",6758,1,1,"144107,59","144107,59","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-15,EUEA,IE0008471009,,01-01-1900,0,EUR,"26,22",4672,1,1,"122499,84","122499,84","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-15,ISSP,IE0031442068,,01-01-1900,0,EUR,"22,854",6050,1,1,"138266,7","138266,7","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-15,ISSP,,DIV,01-01-1900,0,USD,"0,1355",6050,"1,11215",1,"737,11","819,78","724,96",Dividenden,,div. iShares S&P 500 UCITS ETF (NL) (IUS,0
10,2020-03-15,USD,,,01-01-1900,0,USD,0,"5,49","1,11215",0,"4,94","5,49",0,,0,,0
10,2020-03-15,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-16,AEX,,PUT,19-06-2020,520,EUR,"121,88",4,1,100,48752,48752,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-16,AEX,,PUT,18-09-2020,520,EUR,"131,79",4,1,100,52716,52716,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-16,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"19,77",6758,1,1,"133605,66","133605,66","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-16,EUEA,IE0008471009,,01-01-1900,0,EUR,"24,885",4672,1,1,"116262,72","116262,72","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-16,ISSP,IE0031442068,,01-01-1900,0,EUR,"22,388",6050,1,1,"135447,4","135447,4","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-16,ISSP,,DIV,01-01-1900,0,USD,"0,1355",6050,"1,11767",1,"733,47","819,78","724,96",Dividenden,,div. iShares S&P 500 UCITS ETF (NL) (IUS,0
10,2020-03-16,USD,,,01-01-1900,0,USD,0,"5,49","1,11767",0,"4,91","5,49",0,,0,,0
10,2020-03-16,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-17,AEX,,PUT,19-06-2020,520,EUR,"112,36",4,1,100,44944,44944,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-17,AEX,,PUT,18-09-2020,520,EUR,"122,19",4,1,100,48876,48876,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-17,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"20,338",6758,1,1,"137444,2","137444,2","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-17,EUEA,IE0008471009,,01-01-1900,0,EUR,"25,665",4672,1,1,"119906,88","119906,88","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-17,ISSP,IE0031442068,,01-01-1900,0,EUR,"22,708",6050,1,1,"137383,4","137383,4","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-17,ISSP,,DIV,01-01-1900,0,USD,"0,1355",6050,"1,10012",1,"745,17","819,78","724,96",Dividenden,,div. iShares S&P 500 UCITS ETF (NL) (IUS,0
10,2020-03-17,USD,,,01-01-1900,0,USD,0,"5,49","1,100115",0,"4,99","5,49",0,,0,,0
10,2020-03-17,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-18,AEX,,PUT,19-06-2020,520,EUR,"130,59",4,1,100,52236,52236,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-18,AEX,,PUT,18-09-2020,520,EUR,"139,2",4,1,100,55680,55680,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-18,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"19,2",6758,1,1,"129753,6","129753,6","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-18,EUEA,IE0008471009,,01-01-1900,0,EUR,"24,17",4672,1,1,"112922,24","112922,24","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-18,ISSP,IE0031442068,,01-01-1900,0,EUR,"21,824",6050,1,1,"132035,2","132035,2","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-18,ISSP,,DIV,01-01-1900,0,USD,"0,1355",6050,"1,0917",1,"750,92","819,78","724,96",Dividenden,,div. iShares S&P 500 UCITS ETF (NL) (IUS,0
10,2020-03-18,USD,,,01-01-1900,0,USD,0,"5,49","1,0917",0,"5,03","5,49",0,,0,,0
10,2020-03-18,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-19,AEX,,PUT,19-06-2020,520,EUR,"114,15",4,1,100,45660,45660,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-19,AEX,,PUT,18-09-2020,520,EUR,"122,74",4,1,100,49096,49096,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-19,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"19,171",6758,1,1,"129557,62","129557,62","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-19,EUEA,IE0008471009,,01-01-1900,0,EUR,"24,93",4672,1,1,"116472,96","116472,96","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-19,ISSP,IE0031442068,,01-01-1900,0,EUR,"22,266",6050,1,1,"134709,3","134709,3","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-19,ISSP,,DIV,01-01-1900,0,USD,"0,1355",6050,"1,06782",1,"767,71","819,78","724,96",Dividenden,,div. iShares S&P 500 UCITS ETF (NL) (IUS,0
10,2020-03-19,USD,,,01-01-1900,0,USD,0,"5,49","1,06782",0,"5,14","5,49",0,,0,,0
10,2020-03-19,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-20,AEX,,PUT,19-06-2020,520,EUR,"101,82",4,1,100,40728,40728,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-03-20,AEX,,PUT,18-09-2020,520,EUR,"111,06",4,1,100,44424,44424,4560,Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-03-20,EMIM NA,IE00BKM4GZ66,,01-01-1900,0,EUR,"20,019",6758,1,1,"135288,4","135288,4","165397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-03-20,EUEA,IE0008471009,,01-01-1900,0,EUR,"25,815",4672,1,1,"120607,68","120607,68","169032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-03-20,ISSP,IE0031442068,,01-01-1900,0,EUR,"22,142",6050,1,1,"133959,1","133959,1","135594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-03-20,ISSP,,DIV,01-01-1900,0,USD,"0,1355",6050,"1,07455",1,"762,9","819,78","724,96",Dividenden,,div. iShares S&P 500 UCITS ETF (NL) (IUS,0
10,2020-03-20,USD,,,01-01-1900,0,USD,0,"5,49","1,07455",0,"5,11","5,49",0,,0,,0
10,2020-03-20,EUR,,,01-01-1900,0,EUR,0,"570,33",1,0,"570,33","570,33",0,,1234,,0
10,2020-03-21,AEX,,PUT,19-06-2020,520,EUR,"101,82",4,1,100,40728,40728,2880,Indexopties,103242,AEX P JUN 2020 520.00,0
